Gene.symbol logFC
CTSLP8 1.17
PLP2 7.32e-01
NTMT1 6.04e-01
EDEM3 5.47e-01
MIIP 6.91e-01
TMEM268 5.43e-01
MTMR9 7.61e-01
ZNF664 8.36e-01
NUB1 -4.45e-01
NONO -4.08e-01
FLNB 7.19e-01
BMP1 4.53e-01
ENGASE 3.87e-01
HNRNPM -3.90e-01
RPE -3.73e-01
P3H4 5.90e-01
CLU 8.35e-01
FUS -4.50e-01
C1orf43 4.96e-01
SCARB2 4.27e-01
EPB41L4B 4.80e-01
TEAD4 4.23e-01
ARL1 -4.77e-01
JAG2 6.74e-01
MPC1 -5.35e-01
LOC101928623///LOC401320 4.36e-01
ZRANB3 -3.69e-01
CLK4 7.43e-01
CXCL2 6.72e-01
ACOT8 -3.57e-01
GDF11 9.76e-01
PGGT1B -5.09e-01
PNPLA8 -3.86e-01
CHSY1 3.96e-01
MIR4800///MXD4 -5.68e-01
ODF2 4.25e-01
ARPC3 -3.80e-01
CLSPN 5.73e-01
SLC2A10 5.65e-01
VPS16 1.64
RBFA 1.04
PHF2 3.73e-01
UBE2J2 5.01e-01
RPL22L1 -4.07e-01
LOC100131262 8.52e-01
PRPF38A -6.71e-01
STC1 -6.24e-01
LOC100996681 2.55
COQ3 -5.54e-01
HNRNPA3///HNRNPA3P1 -3.76e-01
NHLRC2 -6.40e-01
CD24 -4.81e-01
PHF1 5.01e-01
SF3A1 -6.12e-01
ETV1 -5.10e-01
ATP5L -9.33e-01
PI16 9.74e-01
CACYBP -3.73e-01
CNOT7 -4.03e-01
COMMD4 -4.29e-01
ZNF81 -5.15e-01
CAP1 -4.30e-01
MAP3K12 -7.00e-01
MIR6834///PFDN6 -3.55e-01
PSG7 1.47
LDLRAD4-AS1 -1.25
OGT 4.02e-01
KIFAP3 -7.31e-01
MEX3D 3.83e-01
RRP7BP///RRP7A 5.38e-01
LIN28B 4.85e-01
MAGT1 5.17e-01
PPP1R21 -3.79e-01
ATG13 -5.14e-01
LY6K 2.13
ATP2C1 5.04e-01
PLA2G5 9.12e-01
CRYBB2 9.12e-01
TKTL1 9.12e-01
IGHV1-69 9.12e-01
STX18 -4.59e-01
RPL18 -4.89e-01
KLHL28 -5.82e-01
ULK2 4.69e-01
RPS10-NUDT3///NUDT3 -4.12e-01
HERPUD1 4.44e-01
TBX18 2.39
BCRP3 1.02
SLC12A3 8.48e-01
ARMCX5-GPRASP2///GPRASP2 -4.38e-01
B4GALT1 4.46e-01
SLC43A1 6.10e-01
RRM2B -8.24e-01
SUSD2 8.29e-01
ENOSF1 7.54e-01
USO1 -4.18e-01
NLGN4Y 2.06
SLC16A1 3.75e-01
UBE2J1 6.20e-01
ZBED4 5.04e-01
LHX4-AS1 4.14e-01
ECI2 -3.68e-01
HNRNPDL 5.34e-01
LOC100294033///TCAF1 -4.16e-01
CLDND1 4.14e-01
AP3S1 -4.24e-01
SRGAP2 7.62e-01
ACP2 5.57e-01
VPS37A -6.75e-01
ADGRL1 -5.05e-01
EIF4EBP2 -7.87e-01
HNRNPC -4.29e-01
TP53I11 1.52
GYG1 -3.96e-01
MYOM2 -1.49
EPC2 -6.57e-01
PTPN3 -5.89e-01
GGA1 -4.67e-01
SLC33A1 4.32e-01
CHRAC1 -5.24e-01
KLF6 6.03e-01
PCSK7 5.94e-01
ARPC1A -6.12e-01
HTATIP2 6.39e-01
LOC100505727 1.07
HS6ST2 5.22e-01
PLA2G16 -4.89e-01
ZNF207 5.21e-01
MIR22///MIR22HG 7.42e-01
TOP2A -3.73e-01
ACTN1 6.00e-01
KDELC1 4.68e-01
FAM35A -5.52e-01
NUMA1 6.50e-01
GOPC 5.87e-01
PDZK1IP1 7.13e-01
NIT1 4.78e-01
UQCRFS1 -4.46e-01
SREK1 -7.22e-01
SCAF11 6.10e-01
ABRACL -4.02e-01
MAP3K12 -4.56e-01
RNF144B -2.07
LOC101928012 2.63
TMEM267 7.26e-01
NDUFS1 -5.86e-01
CDKL5 -6.78e-01
PPP2R5E -4.22e-01
GRSF1 -4.02e-01
RASAL1 -7.31e-01
MRPS35 -3.52e-01
AMZ2 -3.76e-01
SIAH1 -4.37e-01
APEX2 -7.68e-01
EXT2 5.65e-01
RIF1 1.73
MBTPS2 4.23e-01
CD109 4.13e-01
SEC24B-AS1 7.30e-01
CAAP1 -6.26e-01
ARL5B -5.44e-01
OSER1 -6.24e-01
CCNYL1 -5.25e-01
ERVK3-1///ZNF8 -3.85e-01
HNRNPD -3.91e-01
IP6K3 1.62
GAB2 1.23
ITGA11 7.53e-01
POLR2C -3.98e-01
BGN 7.85e-01
SRRM2 4.35e-01
KTN1 5.17e-01
DMD 6.98e-01
S100A7A 1.04
COPS5 -4.04e-01
VCL 1.01
HHLA1 1.42
MAPK12 5.55e-01
TENM3 5.13e-01
SPRR2C 2.55
APOE -1.03
TSPAN3 1.37
PGAM1 -3.69e-01
MGAT5B -7.03e-01
ABLIM2 2.03
ECD -4.22e-01
TMEM255B 1.79
AFDN 4.50e-01
DDX3X -5.22e-01
DLG1 -4.17e-01
ARL15 -5.97e-01
OAS1 -7.95e-01
CCDC9 5.10e-01
FAM83G 8.85e-01
EPHB1 2.74
FSTL3 4.31e-01
HNRNPC 6.32e-01
LOC105376944 -6.63e-01
GNA13 -4.32e-01
ADCY3 5.69e-01
MTMR1 -4.09e-01
SYNPO2 7.46e-01
EPS8 -4.10e-01
SAR1B -1.93
SON -4.64e-01
ATP6 1.19
TNFRSF12A 4.71e-01
PCOLCE2 4.01e-01
SLC15A2 4.26e-01
S1PR3 4.38e-01
PNKD 4.76e-01
ST6GALNAC4 3.91e-01
PFDN5 -4.10e-01
LIMK1 4.48e-01
NFATC2IP -4.86e-01
PNMA6A 5.82e-01
SUPT16H -3.81e-01
KCTD10 -4.92e-01
DOCK4 -3.86e-01
ING1 -6.69e-01
CORO1C 4.71e-01
SEMA6D 4.80e-01
ENPP4 3.67e-01
USP51 -1.73
KRT7 7.62e-01
STRA6 1.14
APMAP 4.87e-01
PTPRG 4.78e-01
MIR6859-1///MIR6859-2///LOC101930154///LOC100288778///WASH1///WASH7P///WASH2P///WASH3P 3.84e-01
CMTM4 3.55e-01
SNORA28///EIF5 6.04e-01
PASK 5.13e-01
MFI2-AS1 8.87e-01
DIP2B 4.98e-01
OIP5-AS1 -5.48e-01
PRPF8 -5.04e-01
HHAT 5.71e-01
NREP 4.83e-01
ZC3H12C 2.55
QKI -4.88e-01
SSTR2 6.54e-01
PTPRF 1.25
ECM1 4.28e-01
HSPB8 -5.16e-01
VPS53 1.27
KIAA0922 3.59e-01
PRKD2 1.12
ATP8B2 6.52e-01
HPGDS -8.05e-01
FABP5 3.75e-01
ERI1 -1.15
PPP2R1B 1.87
SLC2A13 5.83e-01
DGKH 5.35e-01
EML4 -4.07e-01
MLKL 3.97e-01
ADCY2 -8.14e-01
ADAM10 4.99e-01
ZNF789 6.69e-01
LOC101930421 -1.13
ALOX12-AS1 -6.86e-01
LIMS1 1.39
LOC101930075///LOC101930013///NPIPA8///NPIPA7///NPIPA5///NPIPA2///NPIPA3///PKD1P1///NPIPA1///PKD1 1.39
LOC200772 1.39
TM9SF3 -4.90e-01
ASPH 3.69e-01
TCL1A -5.17e-01
CDC42EP3 -3.87e-01
PARK2 -8.50e-01
TMEM80 -4.65e-01
ODF2L 3.79e-01
TNRC6B -6.80e-01
NFYA -6.11e-01
CMBL -4.29e-01
LPCAT4 1.11
MYCN 2.04
LOC100507351 7.17e-01
CACTIN 7.17e-01
IGSF9B 7.17e-01
HIPK2 7.02e-01
KLF9 -6.51e-01
ZNF496 6.61e-01
PATL1 -6.20e-01
LOC101927406 2.80
LOC101930115///C16orf52///VWA3A -6.92e-01
ZBTB10 -5.92e-01
TINF2 -6.87e-01
ZBTB39 5.29e-01
KIAA0430 -4.19e-01
PDIA6 4.14e-01
CHL1 -1.58
EN2 -6.35e-01
C16orf58 5.31e-01
MRPS10 -5.51e-01
MAP3K4 -5.55e-01
WDR1 3.66e-01
GPC1 4.70e-01
LOC339593 2.09
FH -4.40e-01
TACC1 4.70e-01
BMPER -1.59
PRKRA 7.97e-01
GRIN2A 5.20e-01
CCDC113 -5.71e-01
MT1F -9.22e-01
DUSP6 -7.71e-01
ZNF599 -8.99e-01
ZNF316 8.81e-01
FAM122C 7.88e-01
SNORA17B///SNORA17A///SNHG7 7.12e-01
CTSW 1.16
PAIP2 -5.57e-01
WDR26 -4.36e-01
PROCA1 1.26
BAZ1A 3.88e-01
MIPOL1 -7.56e-01
MXRA7 4.21e-01
SCARF2 5.79e-01
FUS 4.95e-01
LOC105377143 2.43
CANX 3.86e-01
TIPRL -5.53e-01
TNXB///TNXA 1.27
MTUS1 -5.61e-01
ZFHX2 5.97e-01
LOC101927411 1.97
CAPS2 -7.59e-01
KMT2E -4.05e-01
ZNF521 -5.78e-01
TMEM97 4.83e-01
PRR11 -4.07e-01
KIAA0232 -4.73e-01
CRTC3 3.94e-01
ZNF440 1.04
PRPF31 -4.20e-01
IL17RD -6.04e-01
LIN7A -4.27e-01
GNB5 -6.63e-01
OAS1 -6.70e-01
MMP24-AS1 5.11e-01
ZCCHC10 -5.62e-01
SLC38A10 1.69
NEGR1 5.60e-01
SLC35E3 3.67e-01
AKAP13 5.06e-01
ATG2A 4.93e-01
BCL7A 8.03e-01
TPM1 4.44e-01
ADAP2 5.22e-01
SLC11A1 5.22e-01
SERPINB6 4.94e-01
HAT1 -4.37e-01
NEK6 6.21e-01
EGLN3 -8.41e-01
PSMA3 8.09e-01
IKZF1 -1.26
TPPP2 1.97
UBE2G1 -5.03e-01
THBS4 4.42e-01
RCAN3 -4.49e-01
TEKT4P2///MAFIP///LOC389834 -7.34e-01
AADAT 7.12e-01
ATP5G2P1 6.70e-01
TMEM251 -3.82e-01
BUD31 -4.20e-01
ZDHHC17 7.28e-01
SRRM2 7.56e-01
CALML3 2.44
LOC105370697 7.81e-01
FBXL7 4.75e-01
MIR15A///DLEU2L///DLEU2 4.37e-01
SORBS1 -4.36e-01
NAPA-AS1 7.64e-01
UGT8 6.00e-01
SYNPO2 2.15
INO80D -4.49e-01
MLF1 -3.79e-01
ITPRIP 6.36e-01
ERCC1 -3.87e-01
TPCN1 5.80e-01
GPR161 4.44e-01
POLR2J4 6.00e-01
UBE2I 1.31
MPHOSPH9 5.23e-01
MRPL11 -4.07e-01
PRRC2A 5.14e-01
USP34 -4.73e-01
AMOT 9.38e-01
SSH1 4.14e-01
SLC12A2 5.63e-01
PPP1CC -4.12e-01
LOC100653296///LOC100288778///WASH1///LOC100134445///WASH7P///WASH5P///WASH2P///WASH3P 6.46e-01
SIRPA 5.68e-01
CELSR2 4.53e-01
ACTR8 -5.55e-01
ZNF141 7.35e-01
CNNM2 5.57e-01
MFSD9 2.96
IFIH1 -4.44e-01
TTC41P 1.97
APBB2 5.48e-01
LINC01296///DUXAP10///DUXAP8 5.79e-01
HOXB8 -8.57e-01
ZNF75A 4.66e-01
CHPF2 6.88e-01
ATG4B -4.90e-01
ELOVL7 4.56e-01
RUFY2 8.73e-01
MPDZ 3.98e-01
TECR 4.22e-01
COX10 7.51e-01
TRAK1 4.18e-01
PRKAG2 6.44e-01
YIPF5 5.08e-01
LOC645321 4.81e-01
DENR -3.94e-01
CEP170B 5.59e-01
PSPH -3.44e-01
HLA-DOA 1.53
PCGF5 -6.16e-01
TXNDC9 -5.04e-01
SEPT7P2 6.24e-01
WWTR1 -4.85e-01
PGAP1 5.69e-01
NOD1 4.02e-01
APCDD1L 2.31
MAPKAP1 -6.99e-01
FGFRL1 5.90e-01
ZNF148 -1.32
CCDC82 4.82e-01
ATP5SL -4.78e-01
BVES 6.00e-01
COX6C -4.30e-01
LOC102724364///SEC22B -4.44e-01
VPS41 -5.46e-01
CAPRIN2 6.49e-01
PSMA1 -3.47e-01
FAM192A -6.88e-01
PCMTD1 -4.89e-01
EEFSEC -4.15e-01
ADCK2 7.27e-01
SLK -6.56e-01
MKRN1 -4.29e-01
GOLT1B 4.31e-01
PPP2R3A -4.60e-01
PRKAA1 -4.58e-01
ACTR3C 4.84e-01
HINT2 -3.66e-01
CEP41 -3.58e-01
MIR1306///DGCR8 4.17e-01
MKL2 -3.85e-01
EIF4E3 -1.05
TAF11 -4.22e-01
TRIM2 -1.00
LARP7 -5.33e-01
GRAMD2 -1.55
ZFP82 7.66e-01
PITPNB -4.98e-01
PNPLA8 -3.53e-01
EXOSC6 -5.33e-01
TUBA3D///TUBA3C -5.73e-01
MSRB2 -9.41e-01
TRIM44 -4.48e-01
LOC101928710 2.66
CRBN -4.83e-01
LARGE1 3.66e-01
RTP4 -6.83e-01
CLDN15 4.10e-01
PSIP1 -4.96e-01
EZR 3.50e-01
TMEM252 1.13
CRNKL1 -4.80e-01
QKI -4.35e-01
CAND1 5.33e-01
ZNF818P 4.50e-01
PPP2R5E -3.83e-01
UPRT -5.19e-01
AMDHD1 -4.74e-01
SLC4A11 7.33e-01
KCTD20 -4.21e-01
CAND1 -4.67e-01
KLF12 -7.15e-01
SDF4 3.63e-01
WAC -4.36e-01
LETM1 3.95e-01
TTC1 -5.18e-01
DDX59 3.89e-01
HELZ -5.28e-01
LINC00299 -1.76
ADORA1 8.15e-01
CD109 4.69e-01
LOC101927137///FAM78A 6.73e-01
RSPRY1 -3.86e-01
LOC101928916///NNMT -4.11e-01
ANKRD10 4.05e-01
CUL1 -4.99e-01
APBB2 6.53e-01
PLXDC2 5.99e-01
IL12A-AS1 1.35
ARNTL2 3.66e-01
BCAS2 -3.73e-01
LYPD3 6.86e-01
MTUS2-AS1 8.34e-01
FNBP4 5.94e-01
SRSF1 -3.71e-01
ECHDC1 -3.55e-01
SUPT16H -3.93e-01
SPDYE2 5.14e-01
GSTM1 -3.61e-01
IFT80 5.39e-01
STK4 7.54e-01
CRIPT -4.90e-01
SPATA13 3.08
NSUN3 -7.03e-01
LOC151657 -1.51
TIMM10 -3.39e-01
C2orf49 -5.13e-01
FBXL13 9.36e-01
TTC39C 7.05e-01
TET2 -5.64e-01
TECPR1 6.82e-01
IQGAP1 5.53e-01
SLC22A7 2.14
SMAD2 -4.15e-01
NUDCD3 6.12e-01
PMEPA1 8.29e-01
NAA25 7.23e-01
CDK5R1 6.48e-01
CADM1 4.22e-01
LOC101929240///SNRNP200 -3.98e-01
DRC3 1.14
TMCO6 6.55e-01
TBRG1 5.62e-01
TMED5 5.15e-01
KLHL8 -5.64e-01
NDUFS4 5.94e-01
OS9 3.51e-01
CD38 1.30
OR2L2 1.99
LINC00355 1.94
FSTL5 -1.94
EIF4A3 -3.71e-01
GBE1 -3.68e-01
FTL -3.71e-01
TMEM259 4.40e-01
KIAA0101 -3.82e-01
PRR19 6.56e-01
DNAJB6 3.98e-01
DNAJC5 -5.10e-01
VOPP1 3.69e-01
LOC101928000 4.72e-01
TMEM63A 6.47e-01
PEBP4 -1.45
GLI2 4.05e-01
SKIL 4.30e-01
SLC8A1 8.75e-01
RAP1A -6.24e-01
TBCK -4.34e-01
TCTE3 4.85e-01
KANSL3 -1.43
TIAL1 -4.94e-01
PHF20L1 -6.53e-01
SUMO3 -3.38e-01
TBRG1 5.34e-01
BACE2 3.76e-01
RTN4R 6.16e-01
SMARCC2 4.81e-01
SPTAN1 8.47e-01
SELT -5.99e-01
UVSSA 6.45e-01
SGO2 3.81e-01
SNHG4///MATR3 -4.70e-01
ZNF330 -4.14e-01
MAGEL2 -6.90e-01
CYB5R4 -6.05e-01
IGHD 1.13
LINC01134 -1.28
ADCY2 -4.21e-01
CHGB 4.94e-01
DDX50 8.96e-01
F11R -3.88e-01
PDK3 -3.43e-01
MANF 3.96e-01
TYRO3 1.06
PVR 4.60e-01
C19orf43 4.83e-01
DGKH 9.52e-01
CDK1 -3.92e-01
COL6A1 5.76e-01
MIR612///NEAT1 -6.03e-01
LOC100507855///AK4 -3.65e-01
MIR6778///SHMT1 -5.20e-01
PSD 1.17
POU5F1P3 5.01e-01
TRAM2 6.65e-01
SKIL -5.08e-01
KSR2 -6.16e-01
S100A13 -3.89e-01
CAMTA1 -3.71e-01
HAS3 6.24e-01
LINC00032 2.01
SUGT1 -3.93e-01
HSPG2 1.13
ARV1 5.53e-01
TOX4 -4.19e-01
CD276 6.38e-01
LAMP2 -3.78e-01
ATL2 6.73e-01
B3GNT7 1.80
MORF4L1 -5.59e-01
LAMP1 3.53e-01
ZNF300 4.44e-01
ASAP1-IT2 6.64e-01
THY1 4.50e-01
LTBP2 4.43e-01
TPD52L1 -4.23e-01
TMEM161B 3.67e-01
PPID -3.50e-01
FARS2 -3.57e-01
TRIM38 -3.57e-01
APOBEC3C -4.98e-01
SNORD45C///SNORD45A///SNORD45B///RABGGTB -4.40e-01
LOC219690 1.79
PUM2 -3.63e-01
LST1 1.22
COL14A1 -4.24e-01
COL1A1 4.22e-01
CALML4 4.24e-01
TXLNGY -4.11e-01
TRAPPC1 -4.81e-01
CD84 -4.17e-01
STX6 -3.45e-01
CD59 4.46e-01
CAP1 -3.42e-01
MUM1 -8.41e-01
ZNF688 2.34
PIK3C2A -3.77e-01
NLGN4X 4.17e-01
PPP3CA -4.18e-01
RAB35 -5.67e-01
MEF2A 5.56e-01
MSANTD4 -4.89e-01
INPP5F -7.75e-01
HNRNPD -1.04
LOC102725526///IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHA2///IGHA1///IGH 1.25
PRORY 1.25
PIGG 5.53e-01
KIAA2022 -7.57e-01
NDUFA1 -4.70e-01
ATG10 -4.58e-01
CDRT15L2 -1.07
ZMIZ1 3.90e-01
ZNF280B 4.37e-01
RPUSD2 -3.76e-01
TWISTNB -4.43e-01
METAP2 -4.13e-01
BAG1 -4.53e-01
TRIQK -7.32e-01
AK1 -3.71e-01
GPR88 -1.38
IK -3.68e-01
BBX -3.77e-01
MED12 5.48e-01
ANGPTL2 4.55e-01
ZEB2 1.38
MBTD1 -5.07e-01
JAG2 3.60e-01
MIR21///VMP1 3.78e-01
CYP24A1 -9.53e-01
EGR2 -7.57e-01
KMT5A 9.58e-01
MED15 4.16e-01
ZNF696 6.10e-01
DOCK1 -5.30e-01
NEXN 5.79e-01
TAPBPL 5.46e-01
PSMB1 -4.04e-01
RAB2A -6.76e-01
ADAM28 2.02
LRRC37A3 4.63e-01
CCT6A -4.54e-01
ZFP1 -5.70e-01
DBT -3.75e-01
RPL3 -5.05e-01
CELF3 5.99e-01
LINC00184 3.57e-01
LRRFIP1 1.05
PPP1R26 4.38e-01
UNC5C -1.80
RCAN1 -4.03e-01
PWRN2 5.48e-01
SPDL1 8.72e-01
SLC34A2 1.37
COL15A1 5.27e-01
EXT2 3.94e-01
KLHL26 -5.97e-01
LOC105379499///FLJ45482 4.25e-01
VRTN 5.08e-01
TFPI 5.96e-01
TMEM158 9.61e-01
C9orf16 -4.81e-01
SLC9A5 6.06e-01
TBL1XR1 1.11
PARVA 7.08e-01
HOXB6 4.03e-01
PRDX6 -3.87e-01
ARID1B 1.85
EEF1D -4.92e-01
TRAF3IP1 -5.80e-01
RUFY1 8.09e-01
CRKL -6.01e-01
TBCEL -6.88e-01
PABPN1 4.08e-01
FAM124A 1.69
SLC31A1 5.04e-01
FAM162A -3.62e-01
BACE2 5.60e-01
KIAA1217 -4.55e-01
NOL10 -3.51e-01
DKFZP434L187 3.56e-01
RANBP10 5.08e-01
SBF1 5.14e-01
GMCL1 -4.24e-01
PDZK1IP1 6.73e-01
KIZ 5.08e-01
ATRIP///TREX1 4.55e-01
ALDH1L2 1.57
MESDC1 5.44e-01
KIAA0556 3.98e-01
EDEM3 7.01e-01
CD2 9.37e-01
BICD2 3.39e-01
CARD8 2.56
ADAD2 1.20
PARK7 -3.81e-01
PRKD3 -6.34e-01
C11orf54 -4.58e-01
SLC30A7 3.80e-01
TBL1XR1 -4.89e-01
RCBTB2 -3.80e-01
HIST1H2BE -3.42e-01
HINT1 -4.37e-01
NAT16 8.39e-01
RNF141 -1.02
MICU1 -4.10e-01
VCX2 1.44
TIPRL -6.75e-01
ZNF706 -1.05
SOX6 -2.41
PTPRB 3.56e-01
DUSP6 -5.73e-01
LOXL4 7.40e-01
RSL1D1 -8.78e-01
SNAI1 -1.76
KCTD7///RABGEF1 6.35e-01
ANKRD20A5P 1.18
ZNF75A 4.08e-01
TMEM200C 3.83e-01
RRAGC 7.37e-01
MIR4680///PDCD4 -1.00
PRMT1 1.32
GDI2 -3.81e-01
AGPS -7.56e-01
SIM2 -5.29e-01
ITGB1 4.32e-01
STAG3L2///STAG3L3///STAG3L1 5.82e-01
STX3 -6.87e-01
SCNN1A -1.14
ZFPM2 6.00e-01
BUB3 -3.72e-01
EDF1 -3.64e-01
DICER1 4.49e-01
ABHD15 5.15e-01
CETN2 -3.63e-01
ZNF594 2.19
MRAS -4.98e-01
LLPH -3.67e-01
TBC1D22A -6.43e-01
SELL 5.89e-01
SLC2A13 4.60e-01
FBXW2 -7.14e-01
SYT11 -4.87e-01
AGPS -4.32e-01
MYH11 1.57
TMEM248 5.03e-01
TMEM39A 6.54e-01
TRIM8 3.63e-01
KRCC1 -4.39e-01
RBM24 6.35e-01
TPCN2 5.24e-01
SEPT7P2 6.25e-01
HDGFRP3 -9.15e-01
UBL3 -4.24e-01
ALDH2 -4.75e-01
CD46 4.18e-01
AGAP1 4.67e-01
LOC147004 -8.44e-01
XPO1 4.89e-01
MIR4745///PTBP1 -4.02e-01
ASAP1 4.31e-01
PTEN -8.27e-01
HYMAI 6.11e-01
HMGXB3 4.89e-01
ROCK2 -4.17e-01
ATXN3 -3.82e-01
TMEM30A -3.42e-01
ARHGEF12 8.94e-01
EFR3A -4.36e-01
COX20 -7.90e-01
SRSF8 -3.92e-01
GALNT6 6.95e-01
BMPR2 5.82e-01
CTSD 4.84e-01
ATF7IP -6.71e-01
AGFG2 1.07
PHF21B 4.59e-01
LUZP6///MTPN -3.53e-01
SAMD4B 6.61e-01
CAMKV 9.51e-01
PTBP2 3.82e-01
TMEM156 9.91e-01
AHNAK2 6.06e-01
SAT1 4.11e-01
HDAC5 -5.83e-01
SMARCA4 3.88e-01
C9orf163 9.02e-01
RTN4 3.98e-01
ETV3 -4.45e-01
BCCIP -4.50e-01
BUB1 3.73e-01
TMEM97 3.98e-01
GPT2 6.92e-01
FAM131C 2.09
ARMC4 1.05
ERC2 -6.21e-01
TMEM104 5.94e-01
TRIM56 -4.07e-01
IFT27 -4.40e-01
GAREM1 -1.06
TTC17 3.90e-01
RUNDC3B -6.67e-01
C11orf58 -3.82e-01
RC3H2 -6.69e-01
PITHD1 -6.79e-01
CFL2 -5.38e-01
GSR -3.59e-01
COX7B2 -3.32e-01
TPST2 6.68e-01
ZNF595 5.53e-01
TMEM139 4.32e-01
F8 -4.43e-01
MRC2 5.35e-01
STUB1 -4.20e-01
LOC283485 2.35
ZNF91 5.59e-01
PCDHB7 6.49e-01
ABHD14B -4.62e-01
NDUFA3 -4.81e-01
GOLT1A -8.12e-01
ZNF765 -4.69e-01
LOC101927365 5.93e-01
ADH5 -4.36e-01
TCEB1 -8.23e-01
ZNF252P-AS1 7.11e-01
LINC01342 -2.72
LOC646736 1.56
IPP -5.40e-01
NAPEPLD -5.27e-01
PKN2 -3.45e-01
GNL1 5.41e-01
MTRF1 4.64e-01
GGA3 4.95e-01
CYP2J2 3.68e-01
GNB4 -3.78e-01
SLC45A3 8.76e-01
UBE2V2 -3.55e-01
SNX21 -5.01e-01
TMEM261 -3.70e-01
NSMCE4A 7.06e-01
NCS1 4.07e-01
TRPA1 1.21
SENP8 -8.41e-01
LINC00674 -4.16e-01
KLF9 -4.21e-01
CORO1B -4.07e-01
VPS45 -3.57e-01
PRDX3 -4.01e-01
HSPA5 4.24e-01
HOXD10 6.58e-01
RHOJ -3.63e-01
ZNF407 -7.23e-01
RAB18 6.99e-01
SAMM50 -3.65e-01
SOCS6 -4.80e-01
NSMAF 3.99e-01
LPAR3 1.04
SLC44A1 4.37e-01
ETV1 -5.21e-01
LHFPL3-AS1 5.83e-01
TNKS1BP1 6.28e-01
VWA5A -4.73e-01
UPP1 5.87e-01
PNPLA8 -3.74e-01
LOC101593348 8.77e-01
SLC9A8 7.85e-01
LOC339166///WSCD1 4.28e-01
SCAND2P 2.28
RC3H1 8.99e-01
B4GALT3 3.61e-01
WDR62 1.15
CD24 -3.61e-01
ITPR3 6.00e-01
GLRB 5.07e-01
VTI1B -6.15e-01
DCTN5 -3.97e-01
ERC2-IT1 9.17e-01
DUSP10 5.48e-01
PDE7A -4.52e-01
RORB -4.40e-01
HIST1H3D///HIST1H2AD -9.88e-01
BLOC1S5-TXNDC5///TXNDC5 4.30e-01
HECTD3 4.75e-01
ANKRD10-IT1 6.70e-01
MID1 3.59e-01
ZNF827 5.07e-01
RAPGEF2 4.19e-01
LIN7A -6.69e-01
CCNI -5.09e-01
MAPK1IP1L///FCF1 -5.05e-01
ZKSCAN1 -3.41e-01
PXK -4.75e-01
USP36 4.09e-01
LOC102546299 7.16e-01
SLC25A12 -3.96e-01
ZNF444 -2.04
CCDC142 9.34e-01
WSB1 6.69e-01
MAP3K3 4.54e-01
ST3GAL6 1.50
LOC105371046 1.50
IRAK1 3.37e-01
SRSF4 4.03e-01
TYMS -3.78e-01
EIF2S3 -3.54e-01
TMEM151B 1.11
FKBP3 5.86e-01
RRAGC -3.36e-01
CAND1 -1.64
ESX1 7.61e-01
RPF1 -3.53e-01
USP25 -5.35e-01
SLC16A7 5.83e-01
PLCG1 3.91e-01
PRELID3B -6.87e-01
SOGA3///KIAA0408 6.53e-01
MIR181A2HG 6.96e-01
STARD7-AS1 5.28e-01
SMIM13 5.29e-01
RSBN1 4.32e-01
BIRC6 -3.66e-01
AFG3L2 6.86e-01
LOC105376689 -1.14
PEX7 -4.12e-01
GRAPL 4.08e-01
RFTN1 1.74
NMD3 -3.65e-01
LOC102724250///NBPF26///NBPF10///NBPF8///NBPF9///NBPF15///NBPF11///NBPF12///NBPF1///NBPF14 6.71e-01
SLC39A13 4.07e-01
WHSC1 4.00e-01
PCDHGA4 5.58e-01
PLEKHH1 5.68e-01
BLVRA -5.14e-01
CTDSP2 -4.10e-01
GANC -8.47e-01
HUWE1 1.23
GOLPH3L -6.05e-01
ANKRD36 6.65e-01
MBD1 -4.03e-01
NIPAL2 4.57e-01
MEG9 8.85e-01
NRP2 7.02e-01
JOSD1 -4.43e-01
NR2F2 -5.05e-01
PRPF40A -3.50e-01
ORMDL3 -1.68
USP22 1.10
CHD6 -8.06e-01
KRTAP5-AS1 8.15e-01
MCM3AP-AS1 5.19e-01
KCTD12 -4.04e-01
MGEA5 5.00e-01
TBC1D10A 5.91e-01
ZDHHC24 4.45e-01
GNAI3 -3.85e-01
AOC1 -7.17e-01
PTRF 4.18e-01
TAMM41 -4.08e-01
MOB1A -4.46e-01
LAMA3 5.12e-01
CARMN///MIR145 3.70
EPB41 -6.29e-01
LOC101060363///PPIA 5.04e-01
ENDOV 6.12e-01
LOC153684 7.62e-01
ZBTB46 3.82e-01
SGF29 -1.23
GALNT8 -5.76e-01
SENP6 -6.83e-01
BBX -4.54e-01
PLPP3 3.90e-01
ALDH6A1 -7.39e-01
TBX19 7.53e-01
LHFPL3-AS1 2.76
ITGB1 2.76
FIBP -4.06e-01
STXBP5L -8.65e-01
FAM161A 4.18e-01
KIAA1109 5.36e-01
PROSER3 4.04e-01
CIZ1 -3.94e-01
SLC6A6 9.95e-01
ARHGAP23 7.96e-01
PMS2P9///PMS2P6///LOC441259///PMS2P5///PMS2P4///PMS2P1 8.56e-01
ATP7B 4.46e-01
GPR68 1.11
CMAHP 7.81e-01
NFIB -4.13e-01
PSMD13 -3.68e-01
STK38 8.96e-01
EPB41L4B -3.43e-01
LOC101927330 8.67e-01
LINC01578 -7.04e-01
